result,execution_time
2167,0.088387
2167,0.087426
2167,0.088211
2167,0.088279
2167,0.087831
2167,0.088801
2167,0.087862
2167,0.088142
2167,0.087697
2167,0.087983
2167,0.089502
2167,0.090798
2167,0.088188
2167,0.089067
2167,0.089451
2167,0.087938
2167,0.088375
2167,0.089340
2167,0.088851
2167,0.088861
2167,0.088455
2167,0.088555
2167,0.088466
2167,0.088589
2167,0.088600
2167,0.089515
2167,0.087610
2167,0.087675
2167,0.089497
2167,0.089661
2167,0.090054
2167,0.088658
2167,0.087719
2167,0.089070
2167,0.087351
2167,0.087162
2167,0.087358
2167,0.088660
2167,0.087928
2167,0.088570
2167,0.088908
2167,0.087655
2167,0.090457
2167,0.088247
2167,0.088809
2167,0.089283
2167,0.088879
2167,0.089665
2167,0.087818
2167,0.087543
2167,0.088147
2167,0.088171
2167,0.087909
2167,0.089139
2167,0.089296
2167,0.088231
2167,0.088473
2167,0.088648
2167,0.088598
2167,0.087489
2167,0.088479
2167,0.087889
2167,0.088121
2167,0.088106
2167,0.089638
2167,0.087772
2167,0.089137
2167,0.087614
2167,0.087759
2167,0.089312
2167,0.089049
2167,0.087332
2167,0.088291
2167,0.088467
2167,0.087310
2167,0.088719
2167,0.088075
2167,0.087836
2167,0.087939
2167,0.089016
2167,0.088140
2167,0.088287
2167,0.087590
2167,0.087387
2167,0.088066
2167,0.087938
2167,0.087749
2167,0.087913
2167,0.087787
2167,0.088339
